Label,Flow Duration,Total Fwd Packets,Total Backward Packets,Total Length of Fwd Packets,Total Length of Bwd Packets,Fwd Packet Length Max,Fwd Packet Length Min,Fwd Packet Length Mean,Fwd Packet Length Std,Bwd Packet Length Max,Bwd Packet Length Min,Bwd Packet Length Mean,Bwd Packet Length Std,Flow Bytes/s,Flow Packets/s,Flow IAT Mean,Flow IAT Std,Flow IAT Max,Flow IAT Min,Fwd IAT Total,Fwd IAT Mean,Fwd IAT Std,Fwd IAT Max,Fwd IAT Min,Bwd IAT Total,Bwd IAT Mean,Bwd IAT Std,Bwd IAT Max,Bwd IAT Min,Fwd PSH Flags,Bwd PSH Flags,Fwd URG Flags,Bwd URG Flags,Fwd Header Length,Bwd Header Length,Fwd Packets/s,Bwd Packets/s,Min Packet Length,Max Packet Length,Packet Length Mean,Packet Length Std,Packet Length Variance,FIN Flag Count,SYN Flag Count,RST Flag Count,PSH Flag Count,ACK Flag Count,URG Flag Count,CWE Flag Count,ECE Flag Count,Down/Up Ratio,Average Packet Size,Avg Fwd Segment Size,Avg Bwd Segment Size,Fwd Header Length.1,Subflow Fwd Packets,Subflow Fwd Bytes,Subflow Bwd Packets,Subflow Bwd Bytes,Init_Win_bytes_forward,Init_Win_bytes_backward,act_data_pkt_fwd,min_seg_size_forward,Active Mean,Active Std,Active Max,Active Min,Idle Mean,Idle Std,Idle Max,Idle Min,Inbound,Fwd Avg Bytes/Bulk,Fwd Avg Packets/Bulk,Fwd Avg Bulk Rate,Bwd Avg Bytes/Bulk,Bwd Avg Packets/Bulk,Bwd Avg Bulk Rate,label_encoded
Web Attack - SQLi,0.12661767,0.16820128,0.12137244,0.26856613,0.25991827,0.44799873,0.19258423,0.08826687,0.07743467,0.107605636,0.04171015,0.06112657,2.3127886e-05,0.15073076,0.22753519,0.09259266,0.13338716,0.18591245,0.2321335,0.22159447,0.063155,0.1751254,0.08333656,0.20884791,0.21767643,0.27458957,0.14196935,0.087592185,0.27828002,0.14873107,0.22913863,0.29774362,0.1302846,0.16635649,0.07537738,0.1958603,0.035901938,0.14722747,0.09318353,0.10238669,0.29148647,0.042620834,0.24046046,0.06888945,0.23695853,0.24717972,1.0,0.2917844,0.12109884,0.23049091,0.023983603,0.03792793,0.2107591,0.22495297,0.2552452,0.14389797,0.11024674,0.25991207,0.28157583,0.080937944,0.16706608,0.19938855,0.19743215,0.06707123,0.2933814,0.115381815,0.0139593575,0.033330508,0.10675151,0.019118834,0.14926949,0.06517333,0.2752594,0.2311404,0.0017215597,0.071559176,0.2789598,0.13607903,12
FTP-Patator,0.40130916,0.004840344,0.20929673,0.26069486,0.26165557,0.070144415,0.15145797,0.19892828,0.2549269,0.034233138,0.21741441,0.022162337,0.1305359,0.18121004,0.04463379,0.2007804,0.01719126,0.23834094,0.09504805,0.28105274,0.06863263,0.21751258,0.21205448,0.034684077,0.2875212,0.26976284,0.09375044,0.02552052,0.1885878,0.22329743,0.1324519,0.15160623,0.0915098,0.04922922,0.11747236,0.0029707851,0.177676,0.26381692,0.23831737,0.08065968,0.25829756,0.21186069,0.061185014,1.0,0.2448704,0.11477393,1.0,0.0822507,0.21584754,0.074805036,0.084448144,0.22181231,0.10377195,0.28414702,0.10853617,0.15700191,0.18968466,0.19919956,0.19466497,0.28773117,0.028817309,0.03773309,0.046221375,0.10672908,0.10417614,0.11398325,0.2108235,0.25563836,0.014939201,0.11599859,0.12505645,0.118139945,0.17578171,0.13604179,0.16921605,0.24949889,0.03637633,0.24523205,7
Bot,0.3956662,0.049866036,0.1971955,0.055649173,0.18661697,0.26090512,0.17391267,0.13928822,0.03241875,0.19793443,0.1352051,0.14652598,0.15156491,0.19956242,0.2851905,0.5087993,0.14826895,0.061965346,0.25627488,0.0044769966,0.07344504,0.2866473,0.06572443,0.29575327,0.11707773,0.117430225,0.18771076,0.27440095,0.21980447,0.12590477,0.17554963,0.047394093,0.12611295,0.25433043,0.21336128,0.117758885,0.2926683,0.056156117,0.2871864,0.1516398,0.15595798,0.23932554,0.13970138,0.24235158,0.24257153,0.20211369,0.06951482,0.28142735,0.07704997,0.12421105,0.25050738,0.24710558,0.07817031,0.14074746,0.007009204,0.23613548,0.063149326,0.07038498,0.25796998,0.04963587,0.15465805,0.123092316,0.13039894,0.058322545,0.18873991,0.19792563,0.09414318,0.24595538,0.20664316,0.045457482,0.24469586,0.016452437,0.17491576,0.04901926,0.08906808,0.25395912,0.040483534,0.06932069,1
Bot,0.20122728,0.07832209,0.20754874,0.03533126,0.29459968,0.120621175,0.077567674,0.22199479,0.2488385,0.24119416,0.23246565,0.1892328,0.2543955,0.031747136,0.08118307,0.564298,0.055759266,0.29334232,0.28168237,0.03547787,0.03059624,0.15947106,0.24795546,0.20574512,0.094818056,0.086125635,0.25022557,0.13614257,0.18834062,0.28187066,0.15757388,0.19914612,0.22542211,0.28961962,0.16855115,0.2818171,0.05949625,0.25815433,0.009733581,0.07704998,0.046215657,0.13441606,0.21920921,0.014323782,0.16075854,0.29292494,0.24884103,0.2101558,0.010457756,0.19438277,0.22928394,0.14595899,0.12455471,0.18248577,0.25459746,0.19244726,0.2615772,0.019049931,0.26763958,0.14215983,0.19551314,0.23284407,0.112025164,0.16536117,0.26638153,0.10888677,0.051728167,0.1988774,0.18795753,0.20868553,0.11217077,0.044665653,0.086494625,0.23929608,0.16721943,0.13948579,0.21865152,0.11884147,1
PortScan,0.045054886,0.2572225,0.0909044,0.1430898,0.027112836,0.120034724,0.0738912,0.28226554,0.17085904,0.28455746,0.27628407,0.120067425,0.020368464,0.19014595,0.9813128,0.29878965,0.2533268,0.050357413,0.23124555,0.060202744,0.105428554,0.17949352,0.25271496,0.08662528,0.07966081,0.0923877,0.2584204,0.20087631,0.030510506,0.12058938,0.031056294,0.21012227,0.24573924,0.24089023,0.0913163,0.27561492,0.056233834,0.12210688,0.215398,0.1154492,0.0013800452,0.06792513,0.11501163,1.0,0.055282928,0.028461708,0.042380545,0.15826921,0.15321076,0.18738501,0.21976855,0.1107839,0.0119523015,0.09154644,0.2065752,0.023805713,0.15371421,0.20422918,0.040699568,0.23395523,0.24464776,0.062066175,0.17399941,0.09623953,0.059512146,0.033152293,0.034655586,0.14929597,0.20824744,0.23681259,0.23588249,0.24382636,0.1294629,0.24467784,0.045983106,0.24471556,0.08499104,0.19059676,9
PortScan,0.028222768,0.1764251,0.15534045,0.20822543,0.009671724,0.06455288,0.14318506,0.15564354,0.023564368,0.21590531,0.22257037,0.18935293,0.029041724,0.2772211,0.9017851,0.2487563,0.10168954,0.17662656,0.08477799,0.28964746,0.20357125,0.25467783,0.28000823,0.22085723,0.08903027,0.20414874,0.008739579,0.15129153,0.13872972,0.23400989,0.07006817,0.23656946,0.11596941,0.094552524,0.13319212,0.054171458,0.13084441,0.08776564,0.02396429,0.26776287,0.26093644,0.21152952,0.02420001,1.0,0.14175048,0.123468176,0.21822208,0.23247872,0.083857805,0.086502224,0.10420037,0.06956766,0.17980531,0.26967543,0.04969651,0.25701627,0.25638026,0.017056026,0.2862405,0.29204953,0.20552768,0.19239856,0.22569506,0.083379105,0.23977818,0.1914978,0.03168713,0.084893316,0.06462807,0.17319852,0.17797777,0.031491455,0.22496715,0.29784802,0.110755555,0.16778812,0.047568012,0.10921052,9
DoS Hulk,4.8701473e-05,0.09597022,0.26532745,0.033896044,0.21150094,0.8961042,0.08307597,0.24227293,0.17926072,0.18636817,0.12045374,0.08854894,0.28077546,0.7111857,0.20448399,0.04148859,0.1398784,0.0766845,0.10961924,0.0072662374,0.29207042,0.27447134,0.23942041,0.25560763,0.099936835,0.16400048,0.28759402,0.2644858,0.16818069,0.0556175,0.13108708,0.01277017,0.11612396,0.18026331,0.18724605,0.21526918,0.020405214,0.1845049,0.24098657,0.21870264,0.05851514,0.09030114,0.057107046,0.29584283,0.14657103,0.25240707,0.09902503,0.0876644,0.24157326,0.041564126,0.24194908,0.2192635,0.12830281,0.061697524,0.277766,0.026418824,0.29040003,0.01025402,0.07677035,0.28112605,0.11221641,0.062492736,0.04659661,0.093627416,0.11696045,0.260741,0.24383053,0.29280257,0.2745341,0.24801376,0.025329318,0.20811605,0.05174893,0.27110866,0.21337117,0.15887642,0.29610583,0.2974656,4
DoS Hulk,0.1831627,0.011692212,0.12307015,0.2272083,0.11760958,0.9831807,0.23806947,0.06863012,0.09402257,0.2764571,0.26346046,0.10986483,0.115528315,0.66589934,0.059562992,0.06879256,0.065377876,0.115533866,0.002219314,0.06854671,0.18079287,0.13039657,0.13217245,0.042478297,0.27640933,0.21909805,0.29658926,0.10691773,0.032213625,0.26004425,0.27502358,0.17423931,0.030733304,0.1260076,0.08561053,0.27013463,0.0092549985,0.06731396,0.2956741,0.28344852,0.030990867,0.11953023,0.042753723,0.0753062,0.012889343,0.13272734,0.10124809,0.13326626,0.08591614,0.0402591,0.14403513,0.003342031,0.035019394,0.2774848,0.17289075,0.28161085,0.13694255,0.29793072,0.29012227,0.13855325,0.10403022,0.035687752,0.2069626,0.09886066,0.29287207,0.26338413,0.0023658858,0.13193405,0.12780319,0.030452246,0.11914389,0.19230387,0.10823918,0.043415714,0.020986816,0.22911191,0.13653593,0.15367034,4
BENIGN,0.8343631,0.28447276,0.2974727,0.06603882,0.23106278,0.13694668,0.012953059,0.15441023,0.024654452,0.29592475,0.24971254,0.24787715,0.023374781,0.2804265,0.080278315,0.24944195,0.17397746,0.1957127,0.038601037,0.13822185,0.13950244,0.29383126,0.23225756,0.04023982,0.13771392,0.23143008,0.23542418,0.13649099,0.24711725,0.14262511,0.010030619,0.24359587,0.29828262,0.08340045,0.19979891,0.121646196,0.121824086,0.2752212,0.28799605,0.03263451,0.21811531,0.053997982,0.15930301,0.24025749,0.06703345,0.09753833,1.0,0.12531003,0.023011152,0.124941126,0.13546506,0.23361354,0.104512334,0.038004357,0.23343976,0.11259704,0.009360271,0.24970496,0.28996122,0.28882745,0.18617477,0.07913043,0.26014793,0.053376503,0.22479266,0.26168054,0.27826276,0.17077571,0.2871329,0.010767684,0.0114271585,0.22846866,0.2993328,0.044321246,0.112342775,0.29582068,0.26153478,0.12326417,0
PortScan,0.006932244,0.26713353,0.19573636,0.14955069,0.09929408,0.10056398,0.2162888,0.2018791,0.21136223,0.051624417,0.27226126,0.28960192,0.22716837,0.036613595,0.8244438,0.1781167,0.13368241,0.23758474,0.2043988,0.29890475,0.015688546,0.2884279,0.092252515,0.25402382,0.008432573,0.10608945,0.22519018,0.14502612,0.10549973,0.09276848,0.29377794,0.00472926,0.2503818,0.091127805,0.23294242,0.14139602,0.02101329,0.14747663,0.28753924,0.031358898,0.19535175,0.11727375,0.27634367,1.0,0.03815026,0.071116015,0.24696529,0.27554458,0.28778958,0.010641161,0.17222477,0.06296973,0.046660606,0.27078837,0.13526958,0.06777682,0.049918562,0.2347244,0.25712004,0.025941474,0.16492471,0.12035509,0.20941728,0.20031728,0.29396927,0.046256717,0.2705752,0.052929346,0.09232701,0.08845114,0.28446352,0.043626554,0.16389935,0.093644135,0.29127806,0.24090163,0.20035937,0.13318492,9
DoS GoldenEye,0.083332725,0.09146079,0.09985869,0.097802706,0.05135768,0.18815443,0.14968248,0.05776659,0.06586622,0.23841177,0.27407464,0.28427526,0.00574211,0.8940533,0.17700562,0.042774748,0.15369137,0.10266088,0.08447223,0.1699661,0.049644418,0.28363323,0.0640778,0.11678582,0.09692976,0.18843727,0.016426813,0.110734336,0.293011,0.12423134,0.22286853,0.017632304,0.068690985,0.27598146,0.122667715,0.14540073,0.056181397,0.20706324,0.12538041,0.2531377,0.27945367,0.1748105,0.034568686,0.1912607,0.07113518,0.25064543,0.13487951,0.15441869,0.27428105,0.05076836,0.019607777,0.19045219,0.048372675,0.29514822,0.15408568,0.110208854,0.01658573,0.2537325,0.27936518,0.109126456,0.07166525,0.109007016,0.18811679,0.06252794,0.23295517,0.26835966,0.09932135,0.20601647,0.00905174,0.022498405,0.2146248,0.27552247,0.26701102,0.016016304,0.18265244,0.109464265,0.034860317,0.14317946,3
DoS Slowloris,0.85977453,0.09458481,0.12931603,0.07415514,0.08346681,0.11538093,0.20115186,0.079593234,0.24749507,0.2819074,0.27564996,0.04573148,0.0936859,0.02718578,0.15435752,0.10407754,0.29581657,0.13057727,0.0048110364,0.003255938,0.21475835,0.2946586,0.08924483,0.09769462,0.015163852,0.13168237,0.18339199,0.056450285,0.20708044,0.11822541,0.00086114986,0.20589733,0.19344383,0.06211076,0.05745152,0.18441497,0.22387414,0.29931462,0.2149118,0.022064587,0.22481194,0.07075374,0.11987106,0.12206526,0.1732025,0.015768524,0.19896008,0.2518756,0.050603688,0.26891422,0.2323365,0.23247112,0.07182195,0.21063574,0.08484171,0.16171612,0.103821255,0.020226793,0.05825227,0.2812499,0.15733665,0.03125548,0.2805938,0.12234761,0.19397295,0.16942,0.06521332,0.2676064,0.11487927,0.16125312,0.055818595,0.28371736,0.076757774,0.29669836,0.2536761,0.08133636,0.15006171,0.062459636,6
Infiltration,0.014724359,0.13860297,0.09012543,0.2260369,0.14132269,0.21803936,0.19429855,0.2771868,0.2962264,0.26804543,0.25102857,0.25295043,0.028722344,0.034576025,0.205665,0.032114126,0.14320053,0.2624838,0.062669106,0.14732929,0.1483608,0.073836096,0.058683358,0.060163908,0.2572048,0.099885106,0.2501773,0.085542455,0.02693207,0.11008535,0.25542048,0.117796056,0.10457387,0.22615504,0.11838767,0.15927872,0.2771401,0.2736035,0.11769771,0.006875059,0.05879001,0.07488835,0.12961562,0.13988903,0.105731495,0.09846951,0.22014247,0.23301497,0.29733458,0.17716011,0.08913832,0.088031985,0.2548263,0.014631456,0.26181528,0.19056019,0.23946525,0.05239508,0.1907224,0.16456611,0.26829335,0.20324975,0.13165548,0.1016696,0.11304076,0.13097139,0.19600421,0.10242852,0.25095347,0.23321941,0.11816851,0.06312352,0.09362668,0.054949444,0.011175473,0.28251007,0.27916405,0.1492161,8
DoS Slowhttptest,0.71108866,0.22052795,0.18543325,0.18351544,0.16862683,0.097824976,0.010305308,0.2315346,0.14029726,0.03626534,0.024546357,0.2439078,0.21006507,0.091673225,0.13263851,0.13650881,0.089862406,0.121765226,0.05645414,0.13954341,0.09435679,0.060025662,0.16826355,0.22167733,0.2625949,0.11866013,0.03403509,0.13539635,0.11740398,0.15815192,0.18967734,0.23492768,0.15475807,0.07837486,0.14995171,0.21675172,0.18592733,0.2774848,0.06840275,0.24541447,0.29261288,0.018880788,0.06653749,0.095550776,0.09355554,0.05437778,0.18571651,0.2788386,0.18486059,0.09548907,0.29111838,0.20566155,0.021571644,0.015946891,0.22469199,0.26436657,0.29779845,0.29737055,0.24906164,0.10407752,0.24315408,0.14862567,0.12988268,0.12517051,0.15141505,0.22360878,0.08536423,0.095620945,0.077294715,0.18877454,0.077057436,0.0253854,0.061204605,0.13317773,0.05791357,0.08051724,0.21459207,0.08641368,5
Web Attack - XSS,0.2791741,0.28678614,0.10658725,0.03303746,0.0062055704,0.5690551,0.17231053,0.13687904,0.064126395,0.054279506,0.25239006,0.0063161836,0.027343798,0.077527635,0.0319029,0.2008569,0.2678638,0.24185556,0.25315073,0.27063885,0.053359862,0.007885418,0.038585175,0.09994822,0.107919134,0.12387951,0.12659237,0.05210817,0.22089617,0.13287933,0.09982346,0.2933568,0.16956763,0.20273767,0.08684637,0.009860853,0.22127213,0.16311108,0.07635443,0.01617338,0.007477197,0.06443222,0.0022014622,0.106824495,0.09447316,0.2758125,1.0,0.13696885,0.26843646,0.26488817,0.29044232,0.24553801,0.112885244,0.20202862,0.01895764,0.25287792,0.24328382,0.15793647,0.12133354,0.2533681,0.2523351,0.20913798,0.17525029,0.02997013,0.060746517,0.09682652,0.016799212,0.23579894,0.07879148,0.047995828,0.06343334,0.16223067,0.13631064,0.17782491,0.23531096,0.27291635,0.08931245,0.12748945,13
Web Attack - XSS,0.2971798,0.18540277,0.2990278,0.09572473,0.111334205,0.7359987,0.22402444,0.06531229,0.17701913,0.020722207,0.010891771,0.20865163,0.25830975,0.20680973,0.07225122,0.25996822,0.29843804,0.2739315,0.16390947,0.25050202,0.23992395,0.2271651,0.29419452,0.02635245,0.22925048,0.05877041,0.1987696,0.23741269,0.00063228136,0.16234128,0.15272638,0.16198158,0.21548167,0.27674115,0.1753506,0.15925469,0.18354075,0.022391366,0.20036566,0.27335644,0.028584626,0.09015101,0.24821068,0.016736109,0.075054735,0.26549047,1.0,0.11462212,0.039492775,0.08030897,0.11700782,0.2748838,0.10123915,0.03568727,0.23888202,0.21344784,0.28959435,0.12651818,0.046533123,0.21146192,0.2534985,0.11894162,0.27051118,0.06398041,0.10035879,0.20775203,0.18374671,0.13070415,0.0022545021,0.01541007,0.13198966,0.15643452,0.02879936,0.13254711,0.1961901,0.0780481,0.045473255,0.2308838,13
DDoS,0.044837125,0.21576616,0.066395685,0.004764533,0.009952071,0.20419154,0.02094931,0.034719624,0.117191344,0.2239911,0.0065048453,0.2922056,0.10600281,0.85200524,0.8784936,0.058599915,0.075825915,0.13414684,0.07288498,0.27480167,0.19461927,0.023477143,0.24072757,0.08091049,0.20842555,0.15624794,0.2737627,0.020561324,0.052373018,0.15589786,0.122945905,0.27503037,0.010127818,0.12725395,0.1835317,0.17565392,0.00040070934,0.15847495,0.17954414,0.16338035,0.28503007,0.28103998,0.027058765,1.0,0.051355824,0.107057616,0.049650494,0.06439509,0.16264075,0.20285213,0.09906855,0.04726156,0.25940302,0.16622093,0.22949119,0.11437998,0.13859947,0.12342274,0.01882222,0.12191472,0.12179162,0.16431229,0.20780952,0.10372615,0.21557716,0.16805449,0.102036014,0.02680835,0.22180739,0.15479434,0.26718748,0.154813,0.18997125,0.28396583,0.037683453,0.26618132,0.23075002,0.12289118,2
BENIGN,0.47859606,0.21946032,0.2596899,0.13479006,0.09077586,0.04080166,0.20331359,0.0041685975,0.20454314,0.28684878,0.11689829,0.21821894,0.016917346,0.103174046,0.13706475,0.19350407,0.08996686,0.19428784,0.21704471,0.046528663,0.25287253,0.20560415,0.29703438,0.23308164,0.22839199,0.0056270813,0.1267161,0.09246277,0.23207946,0.19743639,0.15325333,0.108890615,0.030024694,0.093896955,0.18095699,0.088252164,0.034779105,0.00468479,0.2724411,0.06696357,0.27975678,0.0067552044,0.12800215,0.14836562,0.118346915,0.029395066,0.0,0.275631,0.22627291,0.032401454,0.075542904,0.088267766,0.28320625,0.23990338,0.13081294,0.15125403,0.23931774,0.018663183,0.117727175,0.015495057,0.27383813,0.13248,0.053846642,0.2937628,0.2633231,0.15245482,0.2773574,0.054776907,0.22938436,0.23198098,0.17773,0.11898865,0.084285945,0.19305526,0.09683864,0.039039675,0.25581196,0.23979081,0
DDoS,0.06981028,0.2871842,0.11019251,0.25639936,0.27646935,0.2766327,0.03119366,0.2658575,0.26699755,0.16083476,0.20731124,0.2756841,0.16460325,0.9831619,0.9853735,0.26781705,0.07337452,0.020473389,0.0765879,0.29052243,0.15695824,0.0858178,0.13366933,0.28176928,0.029405221,0.104468495,0.11108705,0.035107154,0.035971638,0.08802205,0.1384211,0.025587004,0.020366926,0.27185428,0.030559381,0.2874434,0.08069214,0.20991641,0.21817566,0.27946806,0.24356781,0.28253984,0.26608846,1.0,0.06743452,0.1006054,0.27746135,0.24833915,0.27641788,0.22713661,0.29531202,0.18746555,0.07702711,0.12841228,0.010054678,0.18299252,0.108372964,0.1335546,0.29017234,0.214803,0.17087483,0.16635312,0.105241075,0.17567086,0.037532315,0.009336395,0.17283487,0.15137509,0.053092945,0.21096592,0.17006226,0.14365093,0.2360769,0.04721698,0.1495445,0.0067297765,0.26994652,0.22122629,2
Bot,0.72288394,0.0052381908,0.15858147,0.0639311,0.19603057,0.20487401,0.12921469,0.19973864,0.13576193,0.16680841,0.021706646,0.15432163,0.11761334,0.0937358,0.10231091,0.51149565,0.29835284,0.21180817,0.021162791,0.21477929,0.24647695,0.15783831,0.2088267,0.21058562,0.26943418,0.24481462,0.12852061,0.01093959,0.10928638,0.12036992,0.18180098,0.23764652,0.03442354,0.1412719,0.09166966,0.23440608,0.13046601,0.118838936,0.04360111,0.02679129,0.2936012,0.037502635,0.011232124,0.022010019,0.28899828,0.0484596,0.2239529,0.014348644,0.27602142,0.1935577,0.0716687,0.17024033,0.26243025,0.25440353,0.079205535,0.05116273,0.19184916,0.21930374,0.21548632,0.15670292,0.2638308,0.21283261,0.11108509,0.012496393,0.060615573,0.017745418,0.03641193,0.23527056,0.20379457,0.14753346,0.28426903,0.19188808,0.050426584,0.19776765,0.15889636,0.20232023,0.08796644,0.1758381,1
DDoS,0.013870814,0.08561155,0.16779003,0.122976236,0.15813124,0.08173343,0.12096214,0.2788537,0.05906524,0.24203779,0.048383668,0.012835269,0.022444662,0.7728349,0.9088486,0.25832638,0.29004923,0.20072871,0.021453248,0.1619457,0.0556964,0.2615076,0.012436881,0.08965419,0.21351115,0.21665953,0.10363419,0.084832326,0.029213842,0.15557958,0.081317544,0.20265315,0.26782602,0.15529646,0.17960677,0.06497806,0.22946355,0.1645878,0.18170774,0.21506779,0.12607034,0.16911422,0.10833942,0.0,0.08019252,0.20421265,0.033497646,0.24803653,0.09770236,0.007418204,0.11799336,0.22407067,0.2956665,0.091497,0.116695166,0.049142078,0.041836075,0.08182786,0.050210133,0.11925411,0.1013407,0.12989785,0.2673533,0.010843278,0.1283226,0.2058919,0.0014919004,0.20562251,0.14963421,0.024194086,0.19498855,0.28009477,0.25115395,0.12554945,0.22835892,0.19342722,0.29447255,0.2995378,2
FTP-Patator,0.48340136,0.29203847,0.08585643,0.17711586,0.087075576,0.109211735,0.2551753,0.13752685,0.21062951,0.04476796,0.068429016,0.12006324,0.19355582,0.16873172,0.08315413,0.09852765,0.07750243,0.018619236,0.15147413,0.10763408,0.29044938,0.1194608,0.04295814,0.06880558,0.0615939,0.20883845,0.088945284,0.16496542,0.15753038,0.206416,0.20462306,0.0023995996,0.12820655,0.20645683,0.2508482,0.02503083,0.15272811,0.072766975,0.2931245,0.16515374,0.26334658,0.06166015,0.10902586,1.0,0.16254541,0.18918549,1.0,0.049388234,0.09941795,0.27190512,0.017202033,0.2985178,0.21561477,0.1785949,0.22327508,0.15103915,0.027852608,0.2310784,0.24956144,0.10522482,0.111669555,0.22430837,0.291765,0.28483105,0.22196914,0.006329755,0.15841386,0.19886576,0.07289658,0.05539898,0.11916336,0.21638799,0.23992532,0.23647678,0.11912983,0.262404,0.29727706,0.04731615,7
DoS Slowloris,0.7780129,0.06661332,0.09565991,0.19015114,0.009738851,0.21987072,0.18677017,0.2498832,0.2206699,0.09991354,0.26770565,0.23333691,0.28308618,0.06350453,0.0050750542,0.16758774,0.13604468,0.15810119,0.23817168,0.279999,0.045247607,0.0060754856,0.0010154465,0.26682165,0.15793571,0.23520172,0.019878658,0.11266566,0.28484297,0.2214775,0.10357259,0.08651448,0.20807397,0.14067815,0.2218884,0.27159473,0.1619635,0.004282446,0.108603045,0.25717565,0.14770058,0.050595794,0.1822758,0.25361073,0.18935369,0.16752739,0.1823251,0.12140187,0.26279718,0.2760038,0.18171008,0.08911254,0.28842634,0.011994813,0.1590673,0.250378,0.08780967,0.26211518,0.12419987,0.009448791,0.26160726,0.28517944,0.13372129,0.22994255,0.034461245,0.18007222,0.048415016,0.04781302,0.23217502,0.19525541,0.097793035,0.28114972,0.1004455,0.021507699,0.1841624,0.11078348,0.12020282,0.19690731,6
PortScan,0.008173353,0.1996336,0.25477707,0.032769427,0.15335724,0.0018767292,0.25621286,0.22179049,0.141091,0.008091359,0.07436153,0.19627999,0.10053094,0.22458445,0.7674469,0.0025745782,0.21131192,0.021604387,0.19467339,0.095257856,0.29380244,0.06372199,0.25984868,0.16268964,0.20844164,0.18125057,0.21017258,0.23875435,0.023749644,0.25987905,0.18714148,0.10365939,0.18986924,0.08437883,0.14633556,0.084373064,0.012012642,0.22382869,0.21092664,0.066877946,0.09632758,0.041168872,0.063961685,1.0,0.14125493,0.2468534,0.22530323,0.01934535,0.21129306,0.28356504,0.14503631,0.25517863,0.035083126,0.24677922,0.050052702,0.2827318,0.066174425,0.269505,0.14756551,0.26012534,0.26107493,0.012474319,0.1616858,0.11436083,0.26553738,0.22308114,0.05595187,0.19827671,0.21421577,0.16888605,0.19500443,0.09789661,0.22877878,0.06562682,0.13433301,0.08743996,0.0035501446,0.029739479,9
DoS GoldenEye,0.22100142,0.29179642,0.10007315,0.1797668,0.27276006,0.121271685,0.2328116,0.0006377356,0.15091018,0.2925852,0.23192741,0.28641847,0.15999626,0.6559896,0.2939826,0.06179418,0.14618267,0.07135339,0.06384901,0.25214058,0.13408224,0.10878552,0.258088,0.066668965,0.027320325,0.039044604,0.014467172,0.25038412,0.2095836,0.1542599,0.17792921,0.20924331,0.27144253,0.1133483,0.13010515,0.15910155,0.17188103,0.012410472,0.25558308,0.2376488,0.2596499,0.10534827,0.07811558,0.14700107,0.17333087,0.0424607,0.082131356,0.06508834,0.1771985,0.0029272398,0.15927444,0.08997641,0.16479687,0.27468172,0.17856877,0.17108163,0.21023497,0.28740883,0.042251654,0.18174109,0.09193678,0.14483187,0.22862151,0.24483564,0.11107366,0.113233365,0.2144293,0.23501725,0.1631382,0.15855506,0.1174832,0.0921762,0.22996128,0.03700977,0.24673373,0.06029956,0.14426717,0.054129295,3
FTP-Patator,0.409019,0.16817464,0.08682677,0.21138786,0.2059026,0.059492823,0.1971946,0.09994929,0.12774321,0.18859135,0.16933647,0.07466027,0.15502341,0.17502731,0.008116038,0.1782754,0.28079924,0.028143393,0.26706395,0.17914519,0.23496798,0.1655497,0.034044873,0.23782104,0.23305345,0.01768176,0.24552353,0.19847679,0.0915372,0.29059255,0.031241527,0.2780765,0.1052585,0.009729902,0.26338693,0.1434987,0.16451928,0.27196163,0.22552077,0.06404265,0.07399617,0.11481078,0.22770993,1.0,0.17925143,0.0037290168,1.0,0.22322324,0.221327,0.25333703,0.22802398,0.20087022,0.09185319,0.25311366,0.027722938,0.2857073,0.15626286,0.0499706,0.28521287,0.03887319,0.27099603,0.011377637,0.08336885,0.2173554,0.058102507,0.18638219,0.0009042104,0.13168584,0.15994485,0.13302694,0.06073216,0.0095854625,0.059967455,0.049113955,0.0636206,0.27023882,0.06549975,0.120478414,7
Web Attack - Brute Force,0.1743313,0.25534552,0.1598001,0.2919263,0.24320288,0.65901655,0.23186487,0.17032737,0.18927547,0.100315936,0.08969192,0.081620134,0.1268655,0.11331297,0.062920295,0.11467643,0.012488776,0.14178215,0.0035795253,0.16034038,0.25877386,0.24839061,0.280266,0.28970754,0.21525972,0.12477083,0.08323177,0.29943734,0.11858797,0.14116032,0.20869789,0.1762289,0.22835903,0.09869909,0.17788793,0.2899437,0.047692847,0.23268917,0.07097285,0.060552057,0.18464492,0.23813841,0.253375,0.2757385,0.2686015,0.16075583,1.0,0.118074395,0.050424047,0.20227282,0.11269057,0.105118826,0.2243941,0.25724953,0.2569434,0.09287018,0.03168359,0.2758172,0.18375364,0.15232866,0.055798598,0.2801598,0.21296835,0.059648782,0.28165528,0.07048791,0.22774069,0.108446725,0.060097497,0.047002673,0.20530051,0.115967244,0.13041635,0.060594298,0.20762917,0.20711778,0.06497581,0.23211136,11
