Label,Flow Duration,Total Fwd Packets,Total Backward Packets,Total Length of Fwd Packets,Total Length of Bwd Packets,Fwd Packet Length Max,Fwd Packet Length Min,Fwd Packet Length Mean,Fwd Packet Length Std,Bwd Packet Length Max,Bwd Packet Length Min,Bwd Packet Length Mean,Bwd Packet Length Std,Flow Bytes/s,Flow Packets/s,Flow IAT Mean,Flow IAT Std,Flow IAT Max,Flow IAT Min,Fwd IAT Total,Fwd IAT Mean,Fwd IAT Std,Fwd IAT Max,Fwd IAT Min,Bwd IAT Total,Bwd IAT Mean,Bwd IAT Std,Bwd IAT Max,Bwd IAT Min,Fwd PSH Flags,Bwd PSH Flags,Fwd URG Flags,Bwd URG Flags,Fwd Header Length,Bwd Header Length,Fwd Packets/s,Bwd Packets/s,Min Packet Length,Max Packet Length,Packet Length Mean,Packet Length Std,Packet Length Variance,FIN Flag Count,SYN Flag Count,RST Flag Count,PSH Flag Count,ACK Flag Count,URG Flag Count,CWE Flag Count,ECE Flag Count,Down/Up Ratio,Average Packet Size,Avg Fwd Segment Size,Avg Bwd Segment Size,Fwd Header Length.1,Subflow Fwd Packets,Subflow Fwd Bytes,Subflow Bwd Packets,Subflow Bwd Bytes,Init_Win_bytes_forward,Init_Win_bytes_backward,act_data_pkt_fwd,min_seg_size_forward,Active Mean,Active Std,Active Max,Active Min,Idle Mean,Idle Std,Idle Max,Idle Min,Inbound,Fwd Avg Bytes/Bulk,Fwd Avg Packets/Bulk,Fwd Avg Bulk Rate,Bwd Avg Bytes/Bulk,Bwd Avg Packets/Bulk,Bwd Avg Bulk Rate
DoS GoldenEye,0.208293,0.264293,0.226293,0.228293,0.155293,0.132293,0.120293,0.113293,0.186293,0.215293,0.115293,0.130293,0.254293,0.761293,0.204293,0.133293,0.239293,0.081293,0.274293,0.233293,0.180293,0.170293,0.215293,0.199293,0.224293,0.068293,0.264293,0.288293,0.116293,0.219293,0.288293,0.218293,0.233293,0.196293,0.255293,0.143293,0.196293,0.229293,0.118293,0.186293,0.264293,0.197293,0.045293,0.143293,0.118293,0.233293,0.000000,0.000000,0.000000,0.000000,0.232293,0.218293,0.132293,0.219293,0.255293,0.264293,0.228293,0.226293,0.155293,0.217293,0.184293,0.143293,0.118293,0.198293,0.264293,0.277293,0.186293,0.097293,0.108293,0.209293,0.220293,0.032293,0.043293,0.054293,0.065293,0.076293,0.087293,0.098293
DoS Hulk,0.285293,0.205293,0.231293,0.258293,0.201293,0.721293,0.085293,0.205293,0.231293,0.258293,0.085293,0.205293,0.231293,0.742293,0.285293,0.205293,0.231293,0.258293,0.201293,0.285293,0.205293,0.231293,0.258293,0.201293,0.285293,0.205293,0.231293,0.258293,0.201293,0.285293,0.205293,0.231293,0.258293,0.201293,0.285293,0.205293,0.231293,0.258293,0.201293,0.285293,0.205293,0.231293,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.285293,0.205293,0.721293,0.285293,0.201293,0.205293,0.258293,0.231293,0.201293,0.285293,0.205293,0.231293,0.258293,0.041293,0.053293,0.065293,0.077293,0.089293,0.101293,0.113293,0.125293,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
DoS Slowhttptest,0.841293,0.085293,0.097293,0.108293,0.120293,0.131293,0.085293,0.097293,0.108293,0.120293,0.085293,0.097293,0.108293,0.074293,0.085293,0.097293,0.108293,0.120293,0.131293,0.085293,0.097293,0.108293,0.120293,0.085293,0.097293,0.108293,0.120293,0.085293,0.097293,0.108293,0.120293,0.085293,0.097293,0.108293,0.120293,0.085293,0.097293,0.108293,0.120293,0.085293,0.097293,0.108293,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.085293,0.097293,0.131293,0.085293,0.120293,0.085293,0.108293,0.097293,0.120293,0.085293,0.097293,0.108293,0.120293,0.030293,0.042293,0.054293,0.066293,0.078293,0.090293,0.102293,0.114293,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
DoS Slowloris,0.874293,0.074293,0.085293,0.097293,0.108293,0.120293,0.074293,0.085293,0.097293,0.108293,0.074293,0.085293,0.097293,0.063293,0.074293,0.085293,0.097293,0.108293,0.120293,0.074293,0.085293,0.097293,0.108293,0.074293,0.085293,0.097293,0.108293,0.074293,0.085293,0.097293,0.108293,0.074293,0.085293,0.097293,0.108293,0.074293,0.085293,0.097293,0.108293,0.074293,0.085293,0.097293,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.074293,0.085293,0.120293,0.074293,0.108293,0.074293,0.097293,0.085293,0.108293,0.074293,0.085293,0.097293,0.108293,0.030293,0.042293,0.054293,0.066293,0.078293,0.090293,0.102293,0.114293,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
FTP-Patator,0.408293,0.252293,0.264293,0.275293,0.287293,0.298293,0.252293,0.264293,0.275293,0.287293,0.252293,0.264293,0.275293,0.264293,0.275293,0.287293,0.298293,0.310293,0.321293,0.252293,0.264293,0.275293,0.287293,0.252293,0.264293,0.275293,0.287293,0.252293,0.264293,0.275293,0.287293,0.252293,0.264293,0.275293,0.287293,0.252293,0.264293,0.275293,0.287293,0.252293,0.264293,0.275293,0.000000,1.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.252293,0.264293,0.298293,0.252293,0.287293,0.252293,0.275293,0.264293,0.287293,0.252293,0.264293,0.275293,0.287293,0.141293,0.153293,0.165293,0.177293,0.189293,0.201293,0.213293,0.225293,0.030293,0.042293,0.054293,0.066293,0.078293,0.090293,0.102293
Infiltration,0.330293,0.442293,0.453293,0.465293,0.476293,0.488293,0.442293,0.453293,0.465293,0.476293,0.442293,0.453293,0.465293,0.453293,0.465293,0.476293,0.488293,0.499293,0.511293,0.442293,0.453293,0.465293,0.476293,0.442293,0.453293,0.465293,0.476293,0.442293,0.453293,0.465293,0.476293,0.442293,0.453293,0.465293,0.476293,0.442293,0.453293,0.465293,0.476293,0.442293,0.453293,0.465293,0.041293,0.053293,0.065293,0.077293,0.089293,0.000000,0.000000,0.000000,0.442293,0.453293,0.488293,0.442293,0.476293,0.442293,0.465293,0.453293,0.476293,0.442293,0.453293,0.465293,0.476293,0.241293,0.253293,0.265293,0.277293,0.289293,0.301293,0.313293,0.325293,0.130293,0.142293,0.154293,0.166293,0.178293,0.190293,0.202293
PortScan,0.052293,0.063293,0.000000,0.000000,0.000000,0.074293,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.030293,0.042293,0.054293,0.000000,0.042293,0.054293,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.030293,0.000000,0.030293,0.000000,0.000000,0.054293,0.042293,0.000000,0.000000,0.000000,1.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.042293,0.074293,0.000000,0.000000,0.063293,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.030293,0.030293,0.000000,0.030293,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
SSH-Patator,0.530293,0.342293,0.353293,0.365293,0.376293,0.388293,0.342293,0.353293,0.365293,0.376293,0.342293,0.353293,0.365293,0.353293,0.365293,0.376293,0.388293,0.399293,0.411293,0.342293,0.353293,0.365293,0.376293,0.342293,0.353293,0.365293,0.376293,0.342293,0.353293,0.365293,0.376293,0.342293,0.353293,0.365293,0.376293,0.342293,0.353293,0.365293,0.376293,0.342293,0.353293,0.365293,0.000000,1.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.342293,0.353293,0.388293,0.342293,0.376293,0.342293,0.365293,0.353293,0.376293,0.342293,0.353293,0.365293,0.376293,0.241293,0.253293,0.265293,0.277293,0.289293,0.301293,0.313293,0.325293,0.130293,0.142293,0.154293,0.166293,0.178293,0.190293,0.202293
Web Attack Brute Force,0.442293,0.553293,0.264293,0.275293,0.187293,0.198293,0.252293,0.264293,0.275293,0.287293,0.252293,0.264293,0.275293,0.364293,0.376293,0.388293,0.298293,0.310293,0.321293,0.252293,0.264293,0.275293,0.287293,0.252293,0.264293,0.275293,0.287293,0.252293,0.264293,0.275293,0.287293,0.252293,0.264293,0.275293,0.287293,0.252293,0.264293,0.275293,0.287293,0.252293,0.264293,0.275293,0.000000,1.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.252293,0.264293,0.198293,0.252293,0.287293,0.553293,0.275293,0.264293,0.187293,0.252293,0.264293,0.275293,0.287293,0.141293,0.153293,0.165293,0.177293,0.189293,0.201293,0.213293,0.225293,0.030293,0.042293,0.054293,0.066293,0.078293,0.090293,0.102293
Web Attack Sql Injection,0.364293,0.476293,0.287293,0.298293,0.210293,0.221293,0.275293,0.287293,0.298293,0.310293,0.275293,0.287293,0.298293,0.387293,0.398293,0.310293,0.321293,0.333293,0.344293,0.275293,0.287293,0.298293,0.310293,0.275293,0.287293,0.298293,0.310293,0.275293,0.287293,0.298293,0.310293,0.275293,0.287293,0.298293,0.310293,0.275293,0.287293,0.298293,0.310293,0.275293,0.287293,0.298293,0.000000,1.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.275293,0.287293,0.221293,0.275293,0.310293,0.476293,0.298293,0.287293,0.210293,0.275293,0.287293,0.298293,0.310293,0.153293,0.165293,0.177293,0.189293,0.201293,0.213293,0.225293,0.237293,0.042293,0.054293,0.066293,0.078293,0.090293,0.102293,0.114293
Web Attack XSS,0.287293,0.398293,0.210293,0.221293,0.233293,0.244293,0.198293,0.210293,0.221293,0.233293,0.198293,0.210293,0.221293,0.310293,0.321293,0.221293,0.233293,0.244293,0.255293,0.198293,0.210293,0.221293,0.233293,0.198293,0.210293,0.221293,0.233293,0.198293,0.210293,0.221293,0.233293,0.198293,0.210293,0.221293,0.233293,0.198293,0.210293,0.221293,0.233293,0.198293,0.210293,0.221293,0.000000,1.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.198293,0.210293,0.244293,0.198293,0.233293,0.398293,0.221293,0.210293,0.221293,0.198293,0.210293,0.221293,0.233293,0.076293,0.088293,0.100293,0.112293,0.124293,0.136293,0.148293,0.160293,0.054293,0.066293,0.078293,0.090293,0.102293,0.114293,0.126293
BENIGN,0.487293,0.801293,0.617293,0.561293,0.367293,0.510293,0.266293,0.722293,0.511293,0.401293,0.350293,0.564293,0.475293,0.376293,0.330293,0.556293,0.400293,0.611293,0.486293,0.575293,0.461293,0.610293,0.556293,0.395293,0.484293,0.390293,0.601293,0.530293,0.564293,0.593293,0.530293,0.492293,0.430293,0.661293,0.712293,0.700293,0.552293,0.491293,0.695293,0.541293,0.432293,0.542293,0.154293,0.544293,0.488293,0.580293,0.710293,0.192293,0.115293,0.594293,0.552293,0.491293,0.510293,0.552293,0.491293,0.801293,0.561293,0.617293,0.367293,0.487293,0.801293,0.617293,0.561293,0.431293,0.464293,0.710293,0.154293,0.544293,0.488293,0.580293,0.710293,0.192293,0.115293,0.594293,0.552293,0.491293,0.801293,0.617293
Bot,0.611293,0.472293,0.490293,0.321293,0.355293,0.401293,0.304293,0.614293,0.481293,0.304293,0.500293,0.344293,0.493293,0.526293,0.312293,0.735293,0.558293,0.526293,0.415293,0.501293,0.487293,0.297293,0.579293,0.566293,0.386293,0.572293,0.456293,0.368293,0.497293,0.203293,0.400293,0.536293,0.464293,0.416293,0.592293,0.553293,0.508293,0.540293,0.452293,0.348293,0.563293,0.430293,0.266293,0.254293,0.511293,0.476293,0.548293,0.430293,0.439293,0.387293,0.553293,0.490293,0.401293,0.377293,0.416293,0.472293,0.321293,0.490293,0.355293,0.425293,0.367293,0.485293,0.453293,0.893293,0.827293,0.881293,0.947293,0.536293,0.373293,0.516293,0.430293,0.266293,0.571293,0.427293,0.486293,0.317293,0.563293,0.537293
DDoS,0.068293,0.208293,0.088293,0.131293,0.097293,0.208293,0.088293,0.131293,0.097293,0.208293,0.088293,0.131293,0.097293,0.942293,0.990293,0.105293,0.152293,0.211293,0.132293,0.075293,0.211293,0.142293,0.093293,0.128293,0.142293,0.211293,0.128293,0.111293,0.203293,0.068293,0.151293,0.135293,0.093293,0.112293,0.148293,0.212293,0.133293,0.045293,0.172293,0.131293,0.077293,0.133293,0.000000,0.000000,0.171293,0.000000,0.000000,0.093293,0.000000,0.000000,0.075293,0.072293,0.158293,0.208293,0.112293,0.208293,0.131293,0.088293,0.097293,0.162293,0.148293,0.095293,0.152293,0.056293,0.077293,0.188293,0.120293,0.088293,0.080293,0.111293,0.095293,0.208293,0.088293,0.131293,0.097293,0.208293,0.088293,0.131293
DoS GoldenEye,0.215293,0.271293,0.233293,0.235293,0.162293,0.139293,0.127293,0.120293,0.193293,0.222293,0.122293,0.137293,0.261293,0.768293,0.211293,0.140293,0.246293,0.088293,0.281293,0.240293,0.187293,0.177293,0.222293,0.206293,0.231293,0.075293,0.271293,0.295293,0.123293,0.226293,0.295293,0.225293,0.240293,0.203293,0.262293,0.150293,0.203293,0.236293,0.125293,0.193293,0.271293,0.204293,0.052293,0.150293,0.125293,0.240293,0.000000,0.000000,0.000000,0.000000,0.239293,0.225293,0.139293,0.226293,0.262293,0.271293,0.235293,0.233293,0.162293,0.224293,0.191293,0.150293,0.125293,0.205293,0.271293,0.284293,0.193293,0.104293,0.115293,0.216293,0.227293,0.039293,0.050293,0.061293,0.072293,0.083293,0.094293,0.105293
DoS Hulk,0.292293,0.212293,0.238293,0.265293,0.208293,0.728293,0.092293,0.212293,0.238293,0.265293,0.092293,0.212293,0.238293,0.749293,0.292293,0.212293,0.238293,0.265293,0.208293,0.292293,0.212293,0.238293,0.265293,0.208293,0.292293,0.212293,0.238293,0.265293,0.208293,0.292293,0.212293,0.238293,0.265293,0.208293,0.292293,0.212293,0.238293,0.265293,0.208293,0.292293,0.212293,0.238293,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.292293,0.212293,0.728293,0.292293,0.208293,0.212293,0.265293,0.238293,0.208293,0.292293,0.212293,0.238293,0.265293,0.048293,0.060293,0.072293,0.084293,0.096293,0.108293,0.120293,0.132293,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
DoS Slowhttptest,0.848293,0.092293,0.104293,0.115293,0.127293,0.138293,0.092293,0.104293,0.115293,0.127293,0.092293,0.104293,0.115293,0.081293,0.092293,0.104293,0.115293,0.127293,0.138293,0.092293,0.104293,0.115293,0.127293,0.092293,0.104293,0.115293,0.127293,0.092293,0.104293,0.115293,0.127293,0.092293,0.104293,0.115293,0.127293,0.092293,0.104293,0.115293,0.127293,0.092293,0.104293,0.115293,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.092293,0.104293,0.138293,0.092293,0.127293,0.092293,0.115293,0.104293,0.127293,0.092293,0.104293,0.115293,0.127293,0.037293,0.049293,0.061293,0.073293,0.085293,0.097293,0.109293,0.121293,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
DoS Slowloris,0.881293,0.081293,0.092293,0.104293,0.115293,0.127293,0.081293,0.092293,0.104293,0.115293,0.081293,0.092293,0.104293,0.070293,0.081293,0.092293,0.104293,0.115293,0.127293,0.081293,0.092293,0.104293,0.115293,0.081293,0.092293,0.104293,0.115293,0.081293,0.092293,0.104293,0.115293,0.081293,0.092293,0.104293,0.115293,0.081293,0.092293,0.104293,0.115293,0.081293,0.092293,0.104293,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.081293,0.092293,0.127293,0.081293,0.115293,0.081293,0.104293,0.092293,0.115293,0.081293,0.092293,0.104293,0.115293,0.037293,0.049293,0.061293,0.073293,0.085293,0.097293,0.109293,0.121293,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
FTP-Patator,0.415293,0.259293,0.271293,0.282293,0.294293,0.305293,0.259293,0.271293,0.282293,0.294293,0.259293,0.271293,0.282293,0.271293,0.282293,0.294293,0.305293,0.317293,0.328293,0.259293,0.271293,0.282293,0.294293,0.259293,0.271293,0.282293,0.294293,0.259293,0.271293,0.282293,0.294293,0.259293,0.271293,0.282293,0.294293,0.259293,0.271293,0.282293,0.294293,0.259293,0.271293,0.282293,0.000000,1.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.259293,0.271293,0.305293,0.259293,0.294293,0.259293,0.282293,0.271293,0.294293,0.259293,0.271293,0.282293,0.294293,0.148293,0.160293,0.172293,0.184293,0.196293,0.208293,0.220293,0.232293,0.037293,0.049293,0.061293,0.073293,0.085293,0.097293,0.109293
Infiltration,0.337293,0.449293,0.460293,0.472293,0.483293,0.495293,0.449293,0.460293,0.472293,0.483293,0.449293,0.460293,0.472293,0.460293,0.472293,0.483293,0.495293,0.506293,0.518293,0.449293,0.460293,0.472293,0.483293,0.449293,0.460293,0.472293,0.483293,0.449293,0.460293,0.472293,0.483293,0.449293,0.460293,0.472293,0.483293,0.449293,0.460293,0.472293,0.483293,0.449293,0.460293,0.472293,0.048293,0.060293,0.072293,0.084293,0.096293,0.000000,0.000000,0.000000,0.449293,0.460293,0.495293,0.449293,0.483293,0.449293,0.472293,0.460293,0.483293,0.449293,0.460293,0.472293,0.483293,0.248293,0.260293,0.272293,0.284293,0.296293,0.308293,0.320293,0.332293,0.137293,0.149293,0.161293,0.173293,0.185293,0.197293,0.209293
PortScan,0.059293,0.070293,0.000000,0.000000,0.000000,0.081293,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.037293,0.049293,0.061293,0.000000,0.049293,0.061293,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.037293,0.000000,0.037293,0.000000,0.000000,0.061293,0.049293,0.000000,0.000000,0.000000,1.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.049293,0.081293,0.000000,0.000000,0.070293,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.037293,0.037293,0.000000,0.037293,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
SSH-Patator,0.537293,0.349293,0.360293,0.372293,0.383293,0.395293,0.349293,0.360293,0.372293,0.383293,0.349293,0.360293,0.372293,0.360293,0.372293,0.383293,0.395293,0.406293,0.418293,0.349293,0.360293,0.372293,0.383293,0.349293,0.360293,0.372293,0.383293,0.349293,0.360293,0.372293,0.383293,0.349293,0.360293,0.372293,0.383293,0.349293,0.360293,0.372293,0.383293,0.349293,0.360293,0.372293,0.000000,1.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.349293,0.360293,0.395293,0.349293,0.383293,0.349293,0.372293,0.360293,0.383293,0.349293,0.360293,0.372293,0.383293,0.248293,0.260293,0.272293,0.284293,0.296293,0.308293,0.320293,0.332293,0.137293,0.149293,0.161293,0.173293,0.185293,0.197293,0.209293
Web Attack Brute Force,0.449293,0.560293,0.271293,0.282293,0.194293,0.205293,0.259293,0.271293,0.282293,0.294293,0.259293,0.271293,0.282293,0.371293,0.383293,0.395293,0.305293,0.317293,0.328293,0.259293,0.271293,0.282293,0.294293,0.259293,0.271293,0.282293,0.294293,0.259293,0.271293,0.282293,0.294293,0.259293,0.271293,0.282293,0.294293,0.259293,0.271293,0.282293,0.294293,0.259293,0.271293,0.282293,0.000000,1.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.259293,0.271293,0.205293,0.259293,0.294293,0.560293,0.282293,0.271293,0.194293,0.259293,0.271293,0.282293,0.294293,0.148293,0.160293,0.172293,0.184293,0.196293,0.208293,0.220293,0.232293,0.037293,0.049293,0.061293,0.073293,0.085293,0.097293,0.109293
Web Attack Sql Injection,0.371293,0.483293,0.294293,0.305293,0.217293,0.228293,0.282293,0.294293,0.305293,0.317293,0.282293,0.294293,0.305293,0.394293,0.405293,0.317293,0.328293,0.340293,0.351293,0.282293,0.294293,0.305293,0.317293,0.282293,0.294293,0.305293,0.317293,0.282293,0.294293,0.305293,0.317293,0.282293,0.294293,0.305293,0.317293,0.282293,0.294293,0.305293,0.317293,0.282293,0.294293,0.305293,0.000000,1.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.282293,0.294293,0.228293,0.282293,0.317293,0.483293,0.305293,0.294293,0.217293,0.282293,0.294293,0.305293,0.317293,0.160293,0.172293,0.184293,0.196293,0.208293,0.220293,0.232293,0.244293,0.049293,0.061293,0.073293,0.085293,0.097293,0.109293,0.121293
Web Attack XSS,0.294293,0.405293,0.217293,0.228293,0.240293,0.251293,0.205293,0.217293,0.228293,0.240293,0.205293,0.217293,0.228293,0.317293,0.328293,0.228293,0.240293,0.251293,0.262293,0.205293,0.217293,0.228293,0.240293,0.205293,0.217293,0.228293,0.240293,0.205293,0.217293,0.228293,0.240293,0.205293,0.217293,0.228293,0.240293,0.205293,0.217293,0.228293,0.240293,0.205293,0.217293,0.228293,0.000000,1.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.205293,0.217293,0.251293,0.205293,0.240293,0.405293,0.228293,0.217293,0.228293,0.205293,0.217293,0.228293,0.240293,0.083293,0.095293,0.107293,0.119293,0.131293,0.143293,0.155293,0.167293,0.061293,0.073293,0.085293,0.097293,0.109293,0.121293,0.133293
BENIGN,0.561293,0.875293,0.691293,0.635293,0.441293,0.584293,0.340293,0.796293,0.585293,0.475293,0.424293,0.638293,0.549293,0.450293,0.404293,0.630293,0.474293,0.685293,0.560293,0.649293,0.535293,0.684293,0.630293,0.469293,0.558293,0.464293,0.675293,0.604293,0.638293,0.667293,0.604293,0.566293,0.504293,0.735293,0.786293,0.774293,0.626293,0.565293,0.769293,0.615293,0.506293,0.616293,0.228293,0.618293,0.562293,0.654293,0.784293,0.266293,0.189293,0.668293,0.626293,0.565293,0.584293,0.626293,0.565293,0.875293,0.635293,0.691293,0.441293,0.561293,0.875293,0.691293,0.635293,0.505293,0.538293,0.784293,0.228293,0.618293,0.562293,0.654293,0.784293,0.266293,0.189293,0.668293,0.626293,0.565293,0.875293,0.691293
Bot,0.685293,0.546293,0.564293,0.395293,0.429293,0.475293,0.378293,0.688293,0.555293,0.378293,0.574293,0.418293,0.567293,0.600293,0.386293,0.809293,0.632293,0.600293,0.489293,0.575293,0.561293,0.371293,0.653293,0.640293,0.460293,0.646293,0.530293,0.442293,0.571293,0.277293,0.474293,0.610293,0.538293,0.490293,0.666293,0.627293,0.582293,0.614293,0.526293,0.422293,0.637293,0.504293,0.340293,0.328293,0.585293,0.550293,0.622293,0.504293,0.513293,0.461293,0.627293,0.564293,0.475293,0.451293,0.490293,0.546293,0.395293,0.564293,0.429293,0.499293,0.441293,0.559293,0.527293,0.967293,0.901293,0.955293,1.000000,0.610293,0.447293,0.590293,0.504293,0.340293,0.645293,0.501293,0.560293,0.391293,0.637293,0.611293
